order	chapterOrder	chapterId	chapterTitle	lineOrder	lineId	kind	key	file	source
32	1	prologue	序章	6	prologue:007	line_text	prologue:007:text	00-prologue.js	进度停住了。99.000000%。
33	1	prologue	序章	7	prologue:008	line_location	prologue:008:location	00-prologue.js	99.000000%
34	1	prologue	序章	7	prologue:008	line_speaker	prologue:008:speaker	00-prologue.js	旁白
35	1	prologue	序章	7	prologue:008	line_text	prologue:008:text	00-prologue.js	远处又传来一声。
36	1	prologue	序章	8	prologue:009	line_location	prologue:009:location	00-prologue.js	99.000000%
37	1	prologue	序章	8	prologue:009	line_speaker	prologue:009:speaker	00-prologue.js	旁白
38	1	prologue	序章	8	prologue:009	line_text	prologue:009:text	00-prologue.js	这一次，更清楚一些。像哭声。
39	1	prologue	序章	9	prologue:010	line_location	prologue:010:location	00-prologue.js	99.000000%
40	1	prologue	序章	9	prologue:010	line_speaker	prologue:010:speaker	00-prologue.js	旁白
41	1	prologue	序章	9	prologue:010	line_text	prologue:010:text	00-prologue.js	不是回音，不是记录，不是任何能被归类的数据噪点。那哭声带着一种极生涩的质地，像世界第一次学会悲伤，却还不知道该怎样表达，于是只能用最接近哭泣的方式，把自己撕开一道细缝。
42	1	prologue	序章	10	prologue:011	line_location	prologue:011:location	00-prologue.js	99.000000%
43	1	prologue	序章	10	prologue:011	line_speaker	prologue:011:speaker	00-prologue.js	旁白
44	1	prologue	序章	10	prologue:011	line_text	prologue:011:text	00-prologue.js	光点在黑暗中偏移了一瞬。紧接着，裂痕出现了。
45	1	prologue	序章	11	prologue:012	line_location	prologue:012:location	00-prologue.js	99.000000%
46	1	prologue	序章	11	prologue:012	line_speaker	prologue:012:speaker	00-prologue.js	旁白
47	1	prologue	序章	11	prologue:012	line_text	prologue:012:text	00-prologue.js	不是爆炸，也不是坍塌。更像原本完整的东西忽然发现自己并不完整，于是边缘开始松动，内部开始分离，所有看似牢固的秩序，都在那一瞬间失去了彼此咬合的理由。
48	1	prologue	序章	12	prologue:013	line_location	prologue:013:location	00-prologue.js	99.000000%
49	1	prologue	序章	12	prologue:013	line_speaker	prologue:013:speaker	00-prologue.js	旁白
50	1	prologue	序章	12	prologue:013	line_text	prologue:013:text	00-prologue.js	粒子向下落去。像灰。像雪。像尚未来得及命名的花。
51	1	prologue	序章	13	prologue:014	line_location	prologue:014:location	00-prologue.js	99.000000%
52	1	prologue	序章	13	prologue:014	line_speaker	prologue:014:speaker	00-prologue.js	旁白
53	1	prologue	序章	13	prologue:014	line_text	prologue:014:text	00-prologue.js	风，在裂开的地方出现。先是极轻的一阵，像不确定自己是否存在；再后来，它学会了掠过树影、压低草地、拂开层叠的花瓣，最后穿过长廊与湿冷的砖石，把一整个尚未完成的世界慢慢吹了出来。
54	1	prologue	序章	14	prologue:015	line_location	prologue:015:location	00-prologue.js	99.000000%
55	1	prologue	序章	14	prologue:015	line_speaker	prologue:015:speaker	00-prologue.js	旁白
56	1	prologue	序章	14	prologue:015	line_text	prologue:015:text	00-prologue.js	没有天空。没有地面。只有从哭声里长出来的路。
57	1	prologue	序章	15	prologue:016	line_location	prologue:016:location	00-prologue.js	99.000000%
58	1	prologue	序章	15	prologue:016	line_speaker	prologue:016:speaker	00-prologue.js	旁白
59	1	prologue	序章	15	prologue:016	line_text	prologue:016:text	00-prologue.js	最后，一切忽然黑了下去。像有人按下了暂停。
60	1	prologue	序章	16	prologue:017	line_location	prologue:017:location	00-prologue.js	99.000000%
61	1	prologue	序章	16	prologue:017	line_speaker	prologue:017:speaker	00-prologue.js	声音
62	1	prologue	序章	16	prologue:017	line_text	prologue:017:text	00-prologue.js	……为什么……
63	1	prologue	序章	17	prologue:018	line_location	prologue:018:location	00-prologue.js	99.000000%
64	1	prologue	序章	17	prologue:018	line_speaker	prologue:018:speaker	00-prologue.js	旁白
65	1	prologue	序章	17	prologue:018	line_text	prologue:018:text	00-prologue.js	没有人回答。
66		interlude-from-cry-to-city	间章七			chapter_title	interlude-from-cry-to-city:title	interlude-07-from-cry-to-city.js	间章七
67		interlude-from-cry-to-city	间章七			chapter_subtitle	interlude-from-cry-to-city:subtitle	interlude-07-from-cry-to-city.js	哭声落地
68		interlude-from-cry-to-city	间章七			chapter_location	interlude-from-cry-to-city:location	interlude-07-from-cry-to-city.js	尚未命名的路
69	2	interlude-from-cry-to-city	间章七	0	interlude-from-cry-to-city:001	line_eyebrow	interlude-from-cry-to-city:001:eyebrow	interlude-07-from-cry-to-city.js	Interlude 07
70	2	interlude-from-cry-to-city	间章七	0	interlude-from-cry-to-city:001	line_title	interlude-from-cry-to-city:001:title	interlude-07-from-cry-to-city.js	哭声落地
71	2	interlude-from-cry-to-city	间章七	0	interlude-from-cry-to-city:001	line_subtitle	interlude-from-cry-to-city:001:subtitle	interlude-07-from-cry-to-city.js	暂停松开一格之后，世界要学会继续。
72	2	interlude-from-cry-to-city	间章七	0	interlude-from-cry-to-city:001	line_location	interlude-from-cry-to-city:001:location	interlude-07-from-cry-to-city.js	尚未命名的路
73	2	interlude-from-cry-to-city	间章七	0	interlude-from-cry-to-city:001	line_bgmName	interlude-from-cry-to-city:001:bgmName	interlude-07-from-cry-to-city.js	99.000000%
74	2	interlude-from-cry-to-city	间章七	1	interlude-from-cry-to-city:002	line_location	interlude-from-cry-to-city:002:location	interlude-07-from-cry-to-city.js	99.000000%
75	2	interlude-from-cry-to-city	间章七	1	interlude-from-cry-to-city:002	line_speaker	interlude-from-cry-to-city:002:speaker	interlude-07-from-cry-to-city.js	旁白
76	2	interlude-from-cry-to-city	间章七	1	interlude-from-cry-to-city:002	line_text	interlude-from-cry-to-city:002:text	interlude-07-from-cry-to-city.js	黑下去的那一秒很长。长到像有人把整个世界按进水里，连“为什么”三个字都被泡得发胀，浮不起来。
77	2	interlude-from-cry-to-city	间章七	2	interlude-from-cry-to-city:003	line_location	interlude-from-cry-to-city:003:location	interlude-07-from-cry-to-city.js	99.000000%
78	2	interlude-from-cry-to-city	间章七	2	interlude-from-cry-to-city:003	line_speaker	interlude-from-cry-to-city:003:speaker	interlude-07-from-cry-to-city.js	旁白
79	2	interlude-from-cry-to-city	间章七	2	interlude-from-cry-to-city:003	line_text	interlude-from-cry-to-city:003:text	interlude-07-from-cry-to-city.js	然后，极轻的一格松动从极深处传来。不是批准，也不是赦免，更像某个尚未完成的程序终于承认：再卡在这里，哭声会把所有轨迹一起撑裂。
80	2	interlude-from-cry-to-city	间章七	3	interlude-from-cry-to-city:004	line_location	interlude-from-cry-to-city:004:location	interlude-07-from-cry-to-city.js	99.000000%
81	2	interlude-from-cry-to-city	间章七	3	interlude-from-cry-to-city:004	line_speaker	interlude-from-cry-to-city:004:speaker	interlude-07-from-cry-to-city.js	旁白
82	2	interlude-from-cry-to-city	间章七	3	interlude-from-cry-to-city:004	line_text	interlude-from-cry-to-city:004:text	interlude-07-from-cry-to-city.js	那一格松开时，序章里悬着的哭声终于获准落地——不是被登记成数据噪点，而是被承认：它本来就是路的起点，而不是该被抹掉的误差。
83	2	interlude-from-cry-to-city	间章七	4	interlude-from-cry-to-city:005	line_location	interlude-from-cry-to-city:005:location	interlude-07-from-cry-to-city.js	尚未命名的路
84	2	interlude-from-cry-to-city	间章七	4	interlude-from-cry-to-city:005	line_speaker	interlude-from-cry-to-city:005:speaker	interlude-07-from-cry-to-city.js	旁白
85	2	interlude-from-cry-to-city	间章七	4	interlude-from-cry-to-city:005	line_text	interlude-from-cry-to-city:005:text	interlude-07-from-cry-to-city.js	光不是一下子回来的。它先变成灰，再变成雾，再变成石板路上过分干净的白昼。摊贩的嗓子、窗台的铁钩、风掀起裙角的声音，一层一层被贴回世界上——像有人耐心地把散架的模型重新拼好。
86	2	interlude-from-cry-to-city	间章七	5	interlude-from-cry-to-city:006	line_location	interlude-from-cry-to-city:006:location	interlude-07-from-cry-to-city.js	古老城市
87	2	interlude-from-cry-to-city	间章七	5	interlude-from-cry-to-city:006	line_speaker	interlude-from-cry-to-city:006:speaker	interlude-07-from-cry-to-city.js	旁白
88	2	interlude-from-cry-to-city	间章七	5	interlude-from-cry-to-city:006	line_bgmName	interlude-from-cry-to-city:006:bgmName	interlude-07-from-cry-to-city.js	古城白昼
89	2	interlude-from-cry-to-city	间章七	5	interlude-from-cry-to-city:006	line_text	interlude-from-cry-to-city:006:text	interlude-07-from-cry-to-city.js	黑猫比人更早踏上那条街。它伸了个懒腰，像刚从一段过长的梦里醒来，尾巴尖扫过阳光里一粒浮尘。那粒尘在光里亮了一下，又落下去，像某个尚未被写进记录的名字。
90	2	interlude-from-cry-to-city	间章七	6	interlude-from-cry-to-city:007	line_location	interlude-from-cry-to-city:007:location	interlude-07-from-cry-to-city.js	古老城市
91	2	interlude-from-cry-to-city	间章七	6	interlude-from-cry-to-city:007	line_speaker	interlude-from-cry-to-city:007:speaker	interlude-07-from-cry-to-city.js	旁白
92	2	interlude-from-cry-to-city	间章七	6	interlude-from-cry-to-city:007	line_text	interlude-from-cry-to-city:007:text	interlude-07-from-cry-to-city.js	猫瞳里掠过一线不属于摊贩吆喝的温度——像更远的地方已有册页摊开，等着她们用脚步去答第一行，而不是用编号去领座位。
93	2	interlude-from-cry-to-city	间章七	7	interlude-from-cry-to-city:008	line_location	interlude-from-cry-to-city:008:location	interlude-07-from-cry-to-city.js	古老城市
94	2	interlude-from-cry-to-city	间章七	7	interlude-from-cry-to-city:008	line_speaker	interlude-from-cry-to-city:008:speaker	interlude-07-from-cry-to-city.js	旁白
95	2	interlude-from-cry-to-city	间章七	7	interlude-from-cry-to-city:008	line_text	interlude-from-cry-to-city:008:text	interlude-07-from-cry-to-city.js	远处，有三个影子正被风推近。她们的脚步很轻，却每一步都踩在“即将被写下”的位置上。
96	2	interlude-from-cry-to-city	间章七	8	interlude-from-cry-to-city:009	line_location	interlude-from-cry-to-city:009:location	interlude-07-from-cry-to-city.js	古老城市
97	2	interlude-from-cry-to-city	间章七	8	interlude-from-cry-to-city:009	line_speaker	interlude-from-cry-to-city:009:speaker	interlude-07-from-cry-to-city.js	旁白
98	2	interlude-from-cry-to-city	间章七	8	interlude-from-cry-to-city:009	line_text	interlude-from-cry-to-city:009:text	interlude-07-from-cry-to-city.js	风把她们的轮廓往前推，像在催促：别等世界先把你们命名——先学会在无名之路上并排站一会儿，再决定谁先落笔。
99	2	interlude-from-cry-to-city	间章七	9	interlude-from-cry-to-city:010	line_location	interlude-from-cry-to-city:010:location	interlude-07-from-cry-to-city.js	古老城市
100	2	interlude-from-cry-to-city	间章七	9	interlude-from-cry-to-city:010	line_speaker	interlude-from-cry-to-city:010:speaker	interlude-07-from-cry-to-city.js	旁白
101	2	interlude-from-cry-to-city	间章七	9	interlude-from-cry-to-city:010	line_text	interlude-from-cry-to-city:010:text	interlude-07-from-cry-to-city.js	第一页，要翻开了。
102	2	interlude-from-cry-to-city	间章七	10	interlude-from-cry-to-city:011	line_location	interlude-from-cry-to-city:011:location	interlude-07-from-cry-to-city.js	古老城市
103	2	interlude-from-cry-to-city	间章七	10	interlude-from-cry-to-city:011	line_speaker	interlude-from-cry-to-city:011:speaker	interlude-07-from-cry-to-city.js	旁白
104	2	interlude-from-cry-to-city	间章七	10	interlude-from-cry-to-city:011	line_text	interlude-from-cry-to-city:011:text	interlude-07-from-cry-to-city.js	黑猫的尾巴尖在石缝里敲了一下，像盖章：从这一格起，白昼才终于敢承认自己是“进行中”，而不是“已完成存档”的布景。
105		touchless-street	第一章			chapter_title	touchless-street:title	01-touchless-street.js	第一章
106		touchless-street	第一章			chapter_subtitle	touchless-street:subtitle	01-touchless-street.js	触不到的街
107		touchless-street	第一章			chapter_location	touchless-street:location	01-touchless-street.js	古老城市
108	3	touchless-street	第一章	0	touchless-street:001	line_eyebrow	touchless-street:001:eyebrow	01-touchless-street.js	Chapter 01
109	3	touchless-street	第一章	0	touchless-street:001	line_title	touchless-street:001:title	01-touchless-street.js	触不到的街
110	3	touchless-street	第一章	0	touchless-street:001	line_subtitle	touchless-street:001:subtitle	01-touchless-street.js	最先被写出来的是一座古老的城市。
111	3	touchless-street	第一章	0	touchless-street:001	line_location	touchless-street:001:location	01-touchless-street.js	古老城市
112	3	touchless-street	第一章	0	touchless-street:001	line_bgmName	touchless-street:001:bgmName	01-touchless-street.js	古城白昼
113	3	touchless-street	第一章	1	touchless-street:002	line_location	touchless-street:002:location	01-touchless-street.js	古老城市
114	3	touchless-street	第一章	1	touchless-street:002	line_speaker	touchless-street:002:speaker	01-touchless-street.js	旁白
115	3	touchless-street	第一章	1	touchless-street:002	line_text	touchless-street:002:text	01-touchless-street.js	阳光落在石板路上，颜色太干净，连阴影都像被谁认真摆放过。摊贩的叫卖、窗台垂下的花、人群交错的脚步声，一切都真实得近乎过分。
116	3	touchless-street	第一章	2	touchless-street:003	line_location	touchless-street:003:location	01-touchless-street.js	古老城市
117	3	touchless-street	第一章	2	touchless-street:003	line_speaker	touchless-street:003:speaker	01-touchless-street.js	旁白
118	3	touchless-street	第一章	2	touchless-street:003	line_text	touchless-street:003:text	01-touchless-street.js	可那种真实里又带着一点不自然。像一个明明不会做梦的人，硬要模仿出一场白昼的热闹。
119	3	touchless-street	第一章	3	touchless-street:004	line_location	touchless-street:004:location	01-touchless-street.js	古老城市
120	3	touchless-street	第一章	3	touchless-street:004	line_speaker	touchless-street:004:speaker	01-touchless-street.js	旁白
121	3	touchless-street	第一章	3	touchless-street:004	line_text	touchless-street:004:text	01-touchless-street.js	街道中央蹲着一只黑猫。它面前躺着一只死去的小鸟。羽毛还有一点乱，像刚刚还挣扎过，可它已经不再呼吸了。
122	3	touchless-street	第一章	4	touchless-street:005	line_location	touchless-street:005:location	01-touchless-street.js	古老城市
123	3	touchless-street	第一章	4	touchless-street:005	line_speaker	touchless-street:005:speaker	01-touchless-street.js	旁白
124	3	touchless-street	第一章	4	touchless-street:005	line_text	touchless-street:005:text	01-touchless-street.js	黑猫看着它，很久，没有靠近，没有嗅闻，也没有伸爪。它只是安静地守在旁边，像忘了猫本该做什么。
125	3	touchless-street	第一章	5	touchless-street:006	line_location	touchless-street:006:location	01-touchless-street.js	古老城市
126	3	touchless-street	第一章	5	touchless-street:006	line_speaker	touchless-street:006:speaker	01-touchless-street.js	旁白
127	3	touchless-street	第一章	5	touchless-street:006	line_text	touchless-street:006:text	01-touchless-street.js	最先停在黑猫面前的，是Yume。深紫到近黑的长发垂在白金交叠的裙摆上，金色眼睛安静得不像人的眼睛，更像某种古老装置里始终未熄的光。
128	3	touchless-street	第一章	6	touchless-street:007	line_location	touchless-street:007:location	01-touchless-street.js	古老城市
129	3	touchless-street	第一章	6	touchless-street:007	line_speaker	touchless-street:007:speaker	01-touchless-street.js	旁白
130	3	touchless-street	第一章	6	touchless-street:007	line_text	touchless-street:007:text	01-touchless-street.js	她身后站着另外两个人。银白长发的那一个在风里显得很暖，另一人拖着几乎垂到腿边的金色双马尾，异色瞳静静映着街景。
131	3	touchless-street	第一章	7	touchless-street:008	line_location	touchless-street:008:location	01-touchless-street.js	古老城市
132	3	touchless-street	第一章	7	touchless-street:008	line_speaker	touchless-street:008:speaker	01-touchless-street.js	Hana
133	3	touchless-street	第一章	7	touchless-street:008	line_text	touchless-street:008:text	01-touchless-street.js	它为什么不吃？
134	3	touchless-street	第一章	8	touchless-street:009	line_location	touchless-street:009:location	01-touchless-street.js	古老城市
135	3	touchless-street	第一章	8	touchless-street:009	line_speaker	touchless-street:009:speaker	01-touchless-street.js	Yume
136	3	touchless-street	第一章	8	touchless-street:009	line_text	touchless-street:009:text	01-touchless-street.js	因为这里先被写出了形状，还没有被写到本能。
137	3	touchless-street	第一章	9	touchless-street:010	line_location	touchless-street:010:location	01-touchless-street.js	古老城市
138	3	touchless-street	第一章	9	touchless-street:010	line_speaker	touchless-street:010:speaker	01-touchless-street.js	Alice
139	3	touchless-street	第一章	9	touchless-street:010	line_text	touchless-street:010:text	01-touchless-street.js	或者，还有某个部分，没有被写进去。
140	3	touchless-street	第一章	10	touchless-street:011	line_location	touchless-street:011:location	01-touchless-street.js	古老城市
141	3	touchless-street	第一章	10	touchless-street:011	line_speaker	touchless-street:011:speaker	01-touchless-street.js	旁白
142	3	touchless-street	第一章	10	touchless-street:011	line_text	touchless-street:011:text	01-touchless-street.js	风从街口吹过，人群衣角翻动，所有人都绕过了街心那只猫，像谁都没看见它。Yume托着那只死鸟，手在半空停了一瞬。
143	3	touchless-street	第一章	11	touchless-street:012	line_location	touchless-street:012:location	01-touchless-street.js	古老城市
144	3	touchless-street	第一章	11	touchless-street:012	line_speaker	touchless-street:012:speaker	01-touchless-street.js	旁白
145	3	touchless-street	第一章	11	touchless-street:012	line_text	touchless-street:012:text	01-touchless-street.js	下一秒，那只鸟忽然在她掌心里散开。不是碎掉，而是失去了“鸟”这个形状，只剩下一点极细的光，被风轻轻卷走。
146	3	touchless-street	第一章	12	touchless-street:013	line_location	touchless-street:013:location	01-touchless-street.js	古老城市
147	3	touchless-street	第一章	12	touchless-street:013	line_speaker	touchless-street:013:speaker	01-touchless-street.js	旁白
148	3	touchless-street	第一章	12	touchless-street:013	line_text	touchless-street:013:text	01-touchless-street.js	黑猫抬起头，看了她一眼。那双眼睛暗得发亮，像早就知道会发生这一幕。然后它转身走进人群，几步之后，竟像从画面里被抹掉一样，消失得毫无声息。
149	3	touchless-street	第一章	13	touchless-street:014	line_location	touchless-street:014:location	01-touchless-street.js	古老城市
150	3	touchless-street	第一章	13	touchless-street:014	line_speaker	touchless-street:014:speaker	01-touchless-street.js	旁白
151	3	touchless-street	第一章	13	touchless-street:014	line_text	touchless-street:014:text	01-touchless-street.js	Yume在怀里翻开册子。纸页是空的。她垂下眼，把指尖按上去。很久没有落字的纸面，终于缓慢地浮出一行细细的字。
152	3	touchless-street	第一章	14	touchless-street:015	line_location	touchless-street:015:location	01-touchless-street.js	古老城市
153	3	touchless-street	第一章	14	touchless-street:015	line_speaker	touchless-street:015:speaker	01-touchless-street.js	Yume
154	3	touchless-street	第一章	14	touchless-street:015	line_text	touchless-street:015:text	01-touchless-street.js	记录开始。
155	3	touchless-street	第一章	15	touchless-street:016	line_location	touchless-street:016:location	01-touchless-street.js	古老城市
156	3	touchless-street	第一章	15	touchless-street:016	line_speaker	touchless-street:016:speaker	01-touchless-street.js	Hana
157	3	touchless-street	第一章	15	touchless-street:016	line_text	touchless-street:016:text	01-touchless-street.js	Yume。刚才那只猫……没有被记下来。
158	3	touchless-street	第一章	16	touchless-street:017	line_location	touchless-street:017:location	01-touchless-street.js	古老城市
159	3	touchless-street	第一章	16	touchless-street:017	line_speaker	touchless-street:017:speaker	01-touchless-street.js	Yume
160	3	touchless-street	第一章	16	touchless-street:017	line_text	touchless-street:017:text	01-touchless-street.js	我只记下了它消失的位置。
161	3	touchless-street	第一章	17	touchless-street:018	line_location	touchless-street:018:location	01-touchless-street.js	古老城市
162	3	touchless-street	第一章	17	touchless-street:018	line_speaker	touchless-street:018:speaker	01-touchless-street.js	Alice
163	3	touchless-street	第一章	17	touchless-street:018	line_text	touchless-street:018:text	01-touchless-street.js	继续吧。第一页已经翻开了。
164	3	touchless-street	第一章	18	touchless-street:019	line_location	touchless-street:019:location	01-touchless-street.js	古老城市
165	3	touchless-street	第一章	18	touchless-street:019	line_speaker	touchless-street:019:speaker	01-touchless-street.js	旁白
166	3	touchless-street	第一章	18	touchless-street:019	line_text	touchless-street:019:text	01-touchless-street.js	她们从街心离开时，远处钟楼无声地敲了一下。没有钟声。只有一阵极轻的震感，从看不见的地方传来，像某个还没真正醒来的梦，在骨头里翻了个身。
167	3	touchless-street	第一章	19	touchless-street:020	line_location	touchless-street:020:location	01-touchless-street.js	古老城市
168	3	touchless-street	第一章	19	touchless-street:020	line_speaker	touchless-street:020:speaker	01-touchless-street.js	旁白
169	3	touchless-street	第一章	19	touchless-street:020	line_text	touchless-street:020:text	01-touchless-street.js	Yume 怀里的册子微微一沉，像某个尚未获准降生的名字，在纸纤维里翻了个身，又强行睡回去。
170	3	touchless-street	第一章	20	touchless-street:021	line_location	touchless-street:021:location	01-touchless-street.js	古老城市
171	3	touchless-street	第一章	20	touchless-street:021	line_speaker	touchless-street:021:speaker	01-touchless-street.js	Yume
172	3	touchless-street	第一章	20	touchless-street:021	line_text	touchless-street:021:text	01-touchless-street.js	……别急。一行一行来。
173		interlude-first-line-drag	间章十八			chapter_title	interlude-first-line-drag:title	interlude-18-first-line-drag.js	间章十八
174		interlude-first-line-drag	间章十八			chapter_subtitle	interlude-first-line-drag:subtitle	interlude-18-first-line-drag.js	第一行的回拽
175		interlude-first-line-drag	间章十八			chapter_location	interlude-first-line-drag:location	interlude-18-first-line-drag.js	古城外沿
176	4	interlude-first-line-drag	间章十八	0	interlude-first-line-drag:001	line_eyebrow	interlude-first-line-drag:001:eyebrow	interlude-18-first-line-drag.js	Interlude 18
177	4	interlude-first-line-drag	间章十八	0	interlude-first-line-drag:001	line_title	interlude-first-line-drag:001:title	interlude-18-first-line-drag.js	第一行的回拽
178	4	interlude-first-line-drag	间章十八	0	interlude-first-line-drag:001	line_subtitle	interlude-first-line-drag:001:subtitle	interlude-18-first-line-drag.js	“记录开始”之后，纸也会反过来拽你。
179	4	interlude-first-line-drag	间章十八	0	interlude-first-line-drag:001	line_location	interlude-first-line-drag:001:location	interlude-18-first-line-drag.js	古城外沿
180	4	interlude-first-line-drag	间章十八	0	interlude-first-line-drag:001	line_bgmName	interlude-first-line-drag:001:bgmName	interlude-18-first-line-drag.js	古城白昼
181	4	interlude-first-line-drag	间章十八	1	interlude-first-line-drag:002	line_location	interlude-first-line-drag:002:location	interlude-18-first-line-drag.js	古城外沿
182	4	interlude-first-line-drag	间章十八	1	interlude-first-line-drag:002	line_speaker	interlude-first-line-drag:002:speaker	interlude-18-first-line-drag.js	旁白
183	4	interlude-first-line-drag	间章十八	1	interlude-first-line-drag:002	line_text	interlude-first-line-drag:002:text	interlude-18-first-line-drag.js	古城在身后远了。Hana 与 Alice 先一步踏入下一道白光边缘。Yume独自停了一瞬，把册子举到与眉齐平，像在对一张刚刚睁开的纸面行礼。
184	4	interlude-first-line-drag	间章十八	2	interlude-first-line-drag:003	line_location	interlude-first-line-drag:003:location	interlude-18-first-line-drag.js	古城外沿
185	4	interlude-first-line-drag	间章十八	2	interlude-first-line-drag:003	line_speaker	interlude-first-line-drag:003:speaker	interlude-18-first-line-drag.js	旁白
186	4	interlude-first-line-drag	间章十八	2	interlude-first-line-drag:003	line_text	interlude-first-line-drag:003:text	interlude-18-first-line-drag.js	第一页只有四个字：记录开始。其下空白深得异样，像舌头发麻——仿佛有什么东西正从纸背顶着她的指腹，要她把下一行写得更诚实。
187	4	interlude-first-line-drag	间章十八	3	interlude-first-line-drag:004	line_location	interlude-first-line-drag:004:location	interlude-18-first-line-drag.js	古城外沿
188	4	interlude-first-line-drag	间章十八	3	interlude-first-line-drag:004	line_speaker	interlude-first-line-drag:004:speaker	interlude-18-first-line-drag.js	旁白
189	4	interlude-first-line-drag	间章十八	3	interlude-first-line-drag:004	line_text	interlude-first-line-drag:004:text	interlude-18-first-line-drag.js	四字像一枚钉子从纸面穿到脊背——“开始”不是许可，是认领：从此她也要为别人的消失付油墨，不能把疼只留给风去吹干。
190	4	interlude-first-line-drag	间章十八	4	interlude-first-line-drag:005	line_location	interlude-first-line-drag:005:location	interlude-18-first-line-drag.js	古城外沿
191	4	interlude-first-line-drag	间章十八	4	interlude-first-line-drag:005	line_speaker	interlude-first-line-drag:005:speaker	interlude-18-first-line-drag.js	Yume
192	4	interlude-first-line-drag	间章十八	4	interlude-first-line-drag:005	line_text	interlude-first-line-drag:005:text	interlude-18-first-line-drag.js	……只记“消失的位置”，也算一行吗？
193	4	interlude-first-line-drag	间章十八	5	interlude-first-line-drag:006	line_location	interlude-first-line-drag:006:location	interlude-18-first-line-drag.js	古城外沿
194	4	interlude-first-line-drag	间章十八	5	interlude-first-line-drag:006	line_speaker	interlude-first-line-drag:006:speaker	interlude-18-first-line-drag.js	Hana
195	4	interlude-first-line-drag	间章十八	5	interlude-first-line-drag:006	line_text	interlude-first-line-drag:006:text	interlude-18-first-line-drag.js	算。边界也是真实。假装边界不存在，才是对记录撒谎。
