visitor		chapter_title	第十三章
visitor	visitor:014	line_text	A-017 猛地抬头。她第一次清楚地意识到，距离足够远的时候，连别人的痛也可以被轻易变成谈资。她甚至有一瞬下意识想低头，像在教室里那样，只要先把目光收回去，事情也许就不会真的落到自己身上。
visitor	visitor:015	line_location	庭院中央
visitor	visitor:015	line_speaker	旁白
visitor	visitor:015	line_text	回廊另一端，Yume 指节发白地扣住册脊。她比谁都清楚：下一行一旦写下，就不只属于庭院——它还会变成某种可被传阅、可被剪辑、可被配乐的句子。Visitor 不是在“看故事”，是在等一页方便他们下结论的纸。
visitor	visitor:016	line_location	庭院中央
visitor	visitor:016	line_speaker	A-017
visitor	visitor:016	line_text	……你们是谁？
visitor	visitor:017	line_location	高处的裂缝
visitor	visitor:017	line_speaker	Visitor
visitor	visitor:017	line_text	她看见我们了？ 系统 bug？
visitor	visitor:018	line_location	记录页前
visitor	visitor:018	line_speaker	Yume
visitor	visitor:018	line_text	观测者：被观测。
visitor	visitor:019	line_location	记录页前
visitor	visitor:019	line_speaker	旁白
visitor	visitor:019	line_text	四字落下，墨迹却反渗上来，像册子也在回瞪——她这才明白：自己若只把 Visitor 记成“噪音”，就又成了站在外面挑词的人。下一笔必须写疼，不能只写分类。
visitor	visitor:020	line_location	高处裂缝
visitor	visitor:020	line_speaker	旁白
visitor	visitor:020	line_text	无数字句的最底层，缓缓亮起一行系统提示：新增分类：Visitor。状态：未归档 / 未记录 / 未定义。
visitor	visitor:021	line_location	横梁高处
visitor	visitor:021	line_speaker	旁白
visitor	visitor:021	line_text	那只黑猫不知什么时候已经蹲到了最高的横梁上。下一秒，她才慢慢化成人形。
visitor	visitor:022	line_location	横梁高处
visitor	visitor:022	line_speaker	Moel
visitor	visitor:022	line_text	终于肯看清楚了吗？
visitor	visitor:023	line_location	横梁高处
visitor	visitor:023	line_speaker	Moel
visitor	visitor:023	line_text	你们以为自己在写她们。可其实，你们只是站在外面，替她们挑一个最顺手的词。
visitor	visitor:024	line_location	横梁高处
visitor	visitor:024	line_speaker	Moel
visitor	visitor:024	line_text	你们总把没说出口的恐惧，误认成默许。
visitor	visitor:025	line_location	横梁高处
visitor	visitor:025	line_speaker	旁白
visitor	visitor:025	line_text	她说完，像赶开什么太靠近的东西一样，很轻地抬了一下手。
visitor	visitor:026	line_location	横梁高处
visitor	visitor:026	line_speaker	Moel
visitor	visitor:026	line_text	想看，就自己看完。别急着替这里下结论。
visitor	visitor:027	line_location	庭院中央
visitor	visitor:027	line_speaker	旁白
visitor	visitor:027	line_text	那层噪音被她往后拨开半步之后，A-017 才发现自己原来一直屏着气。Hana 的肩线松下一点，Yume 按册页的力道也缓了下来。连 Alice 抬着的眼都轻轻低回一寸。
visitor	visitor:028	line_location	记录页前
visitor	visitor:028	line_speaker	旁白
visitor	visitor:028	line_text	可 Visitor 并没有真正消失。Yume 再低头时，册子里原本属于 A-line 的编号之间，页边与覆写开的空白里，已经开始浮出另一种记录：V-xxxx。不是替少女们做选择，而是在选择发生以后，急着替它们重新命名。
visitor	visitor:029	line_location	回廊尽头
visitor	visitor:029	line_speaker	旁白
visitor	visitor:029	line_text	庭院最深处的那道影子站得更稳了一点。A-017 知道，真正的异常还没有开始离开。它只是终于长成了可以被所有人看见的形状。
visitor	visitor:030	line_location	回廊尽头
visitor	visitor:030	line_speaker	旁白
visitor	visitor:030	line_text	裂缝深处仍有字在滚动，像无数只手抢着替别人交出未来——可未来若不经由当事人的呼吸数过，就只是一串好读的标签。
visitor	visitor:031	line_location	回廊尽头
visitor	visitor:031	line_speaker	A-017
visitor	visitor:031	line_text	那东西在叫我。不是耳朵……是骨头。
visitor	visitor:032	line_location	记录页前
visitor	visitor:032	line_speaker	旁白
visitor	visitor:032	line_text	风还没吹到回廊，Yume 膝上的册子却自己掀起最后一页。空白处像被火烤过一样慢慢卷起边缘，仿佛某个编号正从纸纤维里往外渗。
